# level,hp,atk,def,speed,ability level
#------------------------------------
[BARBARIAN]
# Stats per level
1,6,6,6,10,0
2,7,7,7,10,0
3,8,8,8,10,0
4,9,9,9,10,0
5,10,10,10,11,1
6,11,11,11,11,1
7,12,12,12,11,1
8,13,13,13,11,1
9,14,14,14,11,1
10,15,15,15,12,2
11,16,16,16,12,2
12,17,17,17,12,2
13,18,18,18,12,2
14,19,19,19,12,2
15,20,20,20,13,3
16,21,21,21,13,3
17,22,22,22,13,3
18,23,23,23,13,3
19,24,24,24,13,3
20,25,25,25,14,4
21,26,26,26,14,4
22,27,27,27,14,4
23,28,28,28,14,4
24,29,29,29,14,4
25,30,30,30,15,5
26,31,31,31,15,5
27,32,32,32,15,5
28,33,33,33,15,5
29,34,34,34,15,5
30,35,35,35,16,6
31,36,36,36,16,6
32,37,37,37,16,6
33,38,38,38,16,6
34,39,39,39,16,6
35,40,40,40,17,7
36,41,41,41,17,7
37,42,42,42,17,7
38,43,43,43,17,7
39,44,44,44,17,7
40,45,45,45,18,8
41,46,46,46,18,8
42,47,47,47,18,8
43,48,48,48,18,8
44,49,49,49,18,8
45,50,50,50,19,9
46,51,51,51,19,9
47,52,52,52,19,9
48,53,53,53,19,9
49,54,54,54,19,9
50,55,55,55,20,10
51,56,56,56,20,10
52,57,57,57,20,10
53,58,58,58,20,10
54,59,59,59,20,10
55,60,60,60,21,11
56,61,61,61,21,11
57,62,62,62,21,11
58,63,63,63,21,11
59,64,64,64,21,11
60,65,65,65,22,12
61,66,66,66,22,12
62,67,67,67,22,12
63,68,68,68,22,12
64,69,69,69,22,12
65,70,70,70,23,13
66,71,71,71,23,13
67,72,72,72,23,13
68,73,73,73,23,13
69,74,74,74,23,13
70,75,75,75,24,14
71,76,76,76,24,14
72,77,77,77,24,14
73,78,78,78,24,14
74,79,79,79,24,14
75,80,80,80,25,15
76,81,81,81,25,15
77,82,82,82,25,15
78,83,83,83,25,15
79,84,84,84,25,15
80,85,85,85,26,16
81,86,86,86,26,16
82,87,87,87,26,16
83,88,88,88,26,16
84,89,89,89,26,16
85,90,90,90,27,17
86,91,91,91,27,17
87,92,92,92,27,17
88,93,93,93,27,17
89,94,94,94,27,17
90,95,95,95,28,18
91,96,96,96,28,18
92,97,97,97,28,18
93,98,98,98,28,18
94,99,99,99,28,18
95,100,100,100,29,19
96,101,101,101,29,19
97,102,102,102,29,19
98,103,103,103,29,19
99,104,104,104,29,19
100,105,105,105,30,20
[ARCHER]
1,3,7,5,12,0
2,4,8,6,12,0
3,5,9,7,12,0
4,6,10,8,12,0
5,7,11,9,13,1
6,8,12,10,13,1
7,9,13,11,13,1
8,10,14,12,13,1
9,11,15,13,13,1
10,12,16,14,14,2
11,13,17,15,14,2
12,14,18,16,14,2
13,15,19,17,14,2
14,16,20,18,14,2
15,17,21,19,15,3
16,18,22,20,15,3
17,19,23,21,15,3
18,20,24,22,15,3
19,21,25,23,15,3
20,22,26,24,16,4
21,23,27,25,16,4
22,24,28,26,16,4
23,25,29,27,16,4
24,26,30,28,16,4
25,27,31,29,17,5
26,28,32,30,17,5
27,29,33,31,17,5
28,30,34,32,17,5
29,31,35,33,17,5
30,32,36,34,18,6
31,33,37,35,18,6
32,34,38,36,18,6
33,35,39,37,18,6
34,36,40,38,18,6
35,37,41,39,19,7
36,38,42,40,19,7
37,39,43,41,19,7
38,40,44,42,19,7
39,41,45,43,19,7
40,42,46,44,20,8
41,43,47,45,20,8
42,44,48,46,20,8
43,45,49,47,20,8
44,46,50,48,20,8
45,47,51,49,21,9
46,48,52,50,21,9
47,49,53,51,21,9
48,50,54,52,21,9
49,51,55,53,21,9
50,52,56,54,22,10
51,53,57,55,22,10
52,54,58,56,22,10
53,55,59,57,22,10
54,56,60,58,22,10
55,57,61,59,23,11
56,58,62,60,23,11
57,59,63,61,23,11
58,60,64,62,23,11
59,61,65,63,23,11
60,62,66,64,24,12
61,63,67,65,24,12
62,64,68,66,24,12
63,65,69,67,24,12
64,66,70,68,24,12
65,67,71,69,25,13
66,68,72,70,25,13
67,69,73,71,25,13
68,70,74,72,25,13
69,71,75,73,25,13
70,72,76,74,26,14
71,73,77,75,26,14
72,74,78,76,26,14
73,75,79,77,26,14
74,76,80,78,26,14
75,77,81,79,27,15
76,78,82,80,27,15
77,79,83,81,27,15
78,80,84,82,27,15
79,81,85,83,27,15
80,82,86,84,28,16
81,83,87,85,28,16
82,84,88,86,28,16
83,85,89,87,28,16
84,86,90,88,28,16
85,87,91,89,29,17
86,88,92,90,29,17
87,89,93,91,29,17
88,90,94,92,29,17
89,91,95,93,29,17
90,92,96,94,30,18
91,93,97,95,30,18
92,94,98,96,30,18
93,95,99,97,30,18
94,96,100,98,30,18
95,97,101,99,31,19
96,98,102,100,31,19
97,99,103,101,31,19
98,100,104,102,31,19
99,101,105,103,31,19
100,102,106,104,32,20
[WALLBREAKER]
1,3,5,5,11,1
2,4,6,6,11,1
3,5,7,7,11,1
4,6,8,8,11,1
